secs,4 12:28+3&gt;1,4 12:34+20&gt;2,4 14:24+65&gt;2,4 17:43+1&gt;2,9c+ 18:19+1&gt;13,9c+ 18:20+0&gt;6
1276,NaN,NaN,0.19,NaN,NaN,NaN
1276.5,NaN,NaN,0.22,NaN,NaN,NaN
1277,NaN,NaN,0.26,NaN,NaN,NaN
1277.5,NaN,NaN,0.30,NaN,NaN,NaN
1278,NaN,NaN,0.38,NaN,NaN,NaN
1278.5,NaN,NaN,0.46,NaN,NaN,NaN
1279,NaN,NaN,0.52,NaN,NaN,NaN
1279.5,NaN,NaN,0.59,NaN,NaN,NaN
1280,NaN,NaN,0.63,NaN,NaN,NaN
1280.5,NaN,NaN,0.71,NaN,NaN,NaN
1281,NaN,NaN,0.78,NaN,NaN,NaN
1281.5,NaN,NaN,0.83,NaN,NaN,NaN
1282,NaN,NaN,0.87,NaN,NaN,NaN
1282.5,NaN,NaN,0.88,NaN,NaN,NaN
1283,NaN,NaN,0.88,NaN,NaN,NaN
1283.5,NaN,NaN,0.88,NaN,NaN,NaN
1284,NaN,NaN,0.88,NaN,NaN,NaN
1284.5,NaN,NaN,0.90,NaN,NaN,NaN
1285,NaN,NaN,0.90,NaN,NaN,NaN
1285.5,NaN,NaN,0.91,NaN,NaN,NaN
1286,NaN,NaN,0.91,NaN,NaN,NaN
1286.5,NaN,NaN,0.93,NaN,NaN,NaN
1287,NaN,NaN,0.95,NaN,NaN,NaN
1287.5,NaN,NaN,0.96,NaN,NaN,NaN
1288,NaN,NaN,0.98,NaN,NaN,NaN
1288.5,NaN,NaN,1.01,NaN,NaN,NaN
1289,NaN,NaN,1.03,NaN,NaN,NaN
1289.5,NaN,NaN,1.09,NaN,NaN,NaN
1290,NaN,NaN,1.11,NaN,NaN,NaN
1290.5,NaN,NaN,1.13,NaN,NaN,NaN
1291,NaN,NaN,1.16,NaN,NaN,NaN
1291.5,NaN,NaN,1.18,NaN,NaN,NaN
1292,NaN,NaN,1.19,NaN,NaN,NaN
1292.5,NaN,NaN,1.20,NaN,NaN,NaN
1293,NaN,NaN,1.20,NaN,NaN,NaN
1293.5,NaN,NaN,1.20,NaN,NaN,NaN
1294,NaN,NaN,1.18,NaN,NaN,NaN
1294.5,NaN,NaN,1.18,NaN,NaN,NaN
1295,NaN,NaN,1.16,NaN,NaN,NaN
1295.5,NaN,NaN,1.14,NaN,NaN,NaN
1296,NaN,NaN,1.11,NaN,NaN,NaN
1296.5,NaN,NaN,1.06,NaN,NaN,NaN
1297,NaN,NaN,1.04,NaN,NaN,NaN
1297.5,NaN,NaN,1.00,NaN,NaN,NaN
1298,NaN,NaN,0.94,NaN,NaN,NaN
1298.5,NaN,NaN,0.90,NaN,NaN,NaN
1299,NaN,NaN,0.88,NaN,NaN,NaN
1299.5,NaN,NaN,0.85,NaN,NaN,NaN
1300,NaN,NaN,0.82,NaN,NaN,NaN
1300.5,NaN,NaN,0.83,NaN,NaN,NaN
1301,NaN,NaN,0.83,NaN,NaN,NaN
1301.5,NaN,NaN,0.83,NaN,NaN,NaN
1302,NaN,NaN,0.84,NaN,NaN,NaN
1302.5,NaN,NaN,0.84,NaN,NaN,NaN
1303,NaN,NaN,0.83,NaN,NaN,NaN
1303.5,NaN,NaN,0.86,NaN,NaN,NaN
1304,NaN,NaN,0.87,NaN,NaN,NaN
1304.5,NaN,NaN,0.87,NaN,NaN,NaN
1305,NaN,NaN,0.87,NaN,NaN,NaN
1305.5,NaN,NaN,0.86,NaN,NaN,NaN
1306,NaN,NaN,0.86,NaN,NaN,NaN
1306.5,NaN,NaN,0.85,NaN,NaN,NaN
1307,NaN,NaN,0.83,NaN,NaN,NaN
1307.5,NaN,NaN,0.79,NaN,NaN,NaN
1308,NaN,NaN,0.74,NaN,NaN,NaN
1308.5,NaN,NaN,0.67,NaN,NaN,NaN
1309,NaN,NaN,0.59,NaN,NaN,NaN
1309.5,NaN,NaN,0.54,NaN,NaN,NaN
1310,NaN,NaN,0.52,NaN,NaN,NaN
1310.5,NaN,NaN,0.48,NaN,NaN,NaN
1311,NaN,NaN,0.46,NaN,NaN,NaN
1311.5,NaN,NaN,0.45,NaN,NaN,NaN
1312,NaN,NaN,0.44,NaN,NaN,NaN
1312.5,NaN,NaN,0.44,NaN,NaN,NaN
1313,NaN,NaN,0.44,NaN,NaN,NaN
1313.5,NaN,NaN,0.43,NaN,NaN,NaN
1314,NaN,NaN,0.41,NaN,NaN,NaN
1314.5,NaN,NaN,0.39,NaN,NaN,NaN
1315,NaN,NaN,0.40,NaN,NaN,NaN
1315.5,NaN,NaN,0.39,NaN,NaN,NaN
1316,NaN,NaN,0.38,NaN,NaN,NaN
1316.5,NaN,NaN,0.37,NaN,NaN,NaN
1317,NaN,NaN,0.36,NaN,NaN,NaN
1317.5,NaN,NaN,0.33,NaN,NaN,NaN
1318,NaN,NaN,0.30,NaN,NaN,NaN
1318.5,NaN,NaN,0.26,NaN,NaN,NaN
1319,NaN,NaN,0.24,NaN,NaN,NaN
1319.5,NaN,NaN,0.25,NaN,NaN,NaN
1320,NaN,NaN,0.27,NaN,NaN,NaN
1320.5,NaN,NaN,0.30,NaN,NaN,NaN
1321,NaN,NaN,0.35,NaN,NaN,NaN
1321.5,NaN,NaN,0.40,NaN,NaN,NaN
1322,NaN,NaN,0.42,NaN,NaN,NaN
1322.5,NaN,NaN,0.45,NaN,NaN,NaN
1323,NaN,NaN,0.49,NaN,NaN,NaN
1323.5,NaN,NaN,0.49,NaN,NaN,NaN
1324,NaN,NaN,0.50,NaN,NaN,NaN
1324.5,NaN,NaN,0.52,NaN,NaN,NaN
1325,NaN,NaN,0.54,NaN,NaN,NaN
1325.5,NaN,NaN,0.56,NaN,NaN,NaN
1326,NaN,NaN,0.60,NaN,NaN,NaN
1326.5,NaN,NaN,0.60,NaN,NaN,NaN
1327,NaN,NaN,0.61,NaN,NaN,NaN
1327.5,NaN,NaN,0.61,NaN,NaN,NaN
1328,NaN,NaN,0.59,NaN,NaN,NaN
1328.5,NaN,NaN,0.57,NaN,NaN,NaN
1329,NaN,NaN,0.56,NaN,NaN,NaN
1329.5,NaN,NaN,0.57,NaN,NaN,NaN
1330,NaN,NaN,0.60,NaN,NaN,NaN
1330.5,NaN,NaN,0.63,NaN,NaN,NaN
1331,NaN,NaN,0.68,NaN,NaN,NaN
1331.5,NaN,NaN,0.71,NaN,NaN,NaN
1332,NaN,NaN,0.74,NaN,NaN,NaN
1332.5,NaN,NaN,0.78,NaN,NaN,NaN
1333,NaN,NaN,0.80,NaN,NaN,NaN
1333.5,NaN,NaN,0.81,NaN,NaN,NaN
1334,NaN,NaN,0.81,NaN,NaN,NaN
1334.5,NaN,NaN,0.82,NaN,NaN,NaN
1335,NaN,NaN,0.83,NaN,NaN,NaN
1335.5,NaN,NaN,0.85,NaN,NaN,NaN
1336,NaN,NaN,0.84,NaN,NaN,NaN
1336.5,NaN,NaN,0.84,NaN,NaN,NaN
1337,NaN,NaN,0.86,NaN,NaN,NaN
1337.5,NaN,NaN,0.85,NaN,NaN,NaN
1338,NaN,NaN,0.82,NaN,NaN,NaN
1338.5,NaN,NaN,0.80,NaN,NaN,NaN
1339,NaN,NaN,0.80,NaN,NaN,NaN
1339.5,NaN,NaN,0.81,NaN,NaN,NaN
1340,NaN,NaN,0.81,NaN,NaN,NaN
1340.5,NaN,NaN,0.82,NaN,NaN,NaN
1341,NaN,NaN,0.82,NaN,NaN,NaN
1341.5,NaN,NaN,0.82,NaN,NaN,NaN
1342,NaN,NaN,0.84,NaN,NaN,NaN
1342.5,NaN,NaN,0.83,NaN,NaN,NaN
1343,NaN,NaN,0.82,NaN,NaN,NaN
1343.5,NaN,NaN,0.82,NaN,NaN,NaN
1344,NaN,NaN,0.81,NaN,NaN,NaN
1344.5,NaN,NaN,0.80,NaN,NaN,NaN
1345,NaN,NaN,0.78,NaN,NaN,NaN
1345.5,NaN,NaN,0.74,NaN,NaN,NaN
1346,NaN,NaN,0.71,NaN,NaN,NaN
1346.5,NaN,NaN,0.69,NaN,NaN,NaN
1347,NaN,NaN,0.66,NaN,NaN,NaN
1347.5,NaN,NaN,0.61,NaN,NaN,NaN
1348,NaN,NaN,0.55,NaN,NaN,NaN
1348.5,NaN,NaN,0.54,NaN,NaN,NaN
1349,NaN,NaN,0.51,NaN,NaN,NaN
1349.5,NaN,NaN,0.51,NaN,NaN,NaN
1350,NaN,NaN,0.50,NaN,NaN,NaN
1350.5,NaN,NaN,0.52,NaN,NaN,NaN
1351,NaN,NaN,0.53,NaN,NaN,NaN
1351.5,NaN,NaN,0.56,NaN,NaN,NaN
1352,NaN,NaN,0.60,NaN,NaN,NaN
1352.5,NaN,NaN,0.62,NaN,NaN,NaN
1353,NaN,NaN,0.64,NaN,NaN,NaN
1353.5,NaN,NaN,0.64,NaN,NaN,NaN
1354,NaN,NaN,0.64,NaN,NaN,NaN
1354.5,NaN,NaN,0.63,NaN,NaN,NaN
1355,NaN,NaN,0.59,NaN,NaN,NaN
1355.5,NaN,NaN,0.53,NaN,NaN,NaN
1356,NaN,NaN,0.48,NaN,NaN,NaN
1356.5,NaN,NaN,0.40,NaN,NaN,NaN
1357,NaN,NaN,0.35,NaN,NaN,NaN
1357.5,NaN,NaN,0.31,NaN,NaN,NaN
1358,NaN,NaN,0.28,NaN,NaN,NaN
1358.5,NaN,NaN,0.31,NaN,NaN,NaN
1359,NaN,NaN,0.45,NaN,NaN,NaN
1359.5,NaN,NaN,0.74,NaN,NaN,NaN
1360,NaN,NaN,0.99,NaN,NaN,NaN
1360.5,NaN,NaN,1.17,NaN,NaN,NaN
1361,NaN,NaN,1.23,NaN,NaN,NaN
1361.5,NaN,NaN,1.31,NaN,NaN,NaN
1362,NaN,NaN,1.36,NaN,NaN,NaN
1362.5,NaN,NaN,1.40,NaN,NaN,NaN
1363,NaN,NaN,1.42,NaN,NaN,NaN
1363.5,NaN,NaN,1.44,NaN,NaN,NaN
1364,NaN,NaN,1.43,NaN,NaN,NaN
1364.5,NaN,NaN,1.42,NaN,NaN,NaN
1365,NaN,NaN,1.40,NaN,NaN,NaN
1365.5,NaN,NaN,1.40,NaN,NaN,NaN
1366,NaN,NaN,1.41,NaN,NaN,NaN
1366.5,NaN,NaN,1.43,NaN,NaN,NaN
1367,NaN,NaN,1.43,NaN,NaN,NaN
1367.5,NaN,NaN,1.42,NaN,NaN,NaN
1368,NaN,NaN,1.40,NaN,NaN,NaN
1368.5,NaN,NaN,1.36,NaN,NaN,NaN
1369,NaN,NaN,1.26,NaN,NaN,NaN
1369.5,NaN,NaN,1.16,NaN,NaN,NaN
1370,NaN,NaN,1.08,NaN,NaN,NaN
1370.5,NaN,NaN,1.04,NaN,NaN,NaN
1371,NaN,NaN,0.94,NaN,NaN,NaN
1371.5,NaN,NaN,0.88,NaN,NaN,NaN
1372,NaN,NaN,0.85,NaN,NaN,NaN
1372.5,NaN,NaN,0.83,NaN,NaN,NaN
1373,NaN,NaN,0.84,NaN,NaN,NaN
1373.5,NaN,NaN,0.84,NaN,NaN,NaN
1374,NaN,NaN,0.84,NaN,NaN,NaN
1374.5,NaN,NaN,0.86,NaN,NaN,NaN
1375,NaN,NaN,0.87,NaN,NaN,NaN
1375.5,NaN,NaN,0.89,NaN,NaN,NaN
1376,NaN,NaN,0.96,NaN,NaN,NaN
1376.5,NaN,NaN,1.05,NaN,NaN,NaN
1377,NaN,NaN,1.13,NaN,NaN,NaN
1377.5,NaN,NaN,1.21,NaN,NaN,NaN
1378,NaN,NaN,1.23,NaN,NaN,NaN
1378.5,NaN,NaN,1.22,NaN,NaN,NaN
1379,NaN,NaN,1.24,NaN,NaN,NaN
1379.5,NaN,NaN,1.25,NaN,NaN,NaN
1380,NaN,NaN,1.25,NaN,NaN,NaN
1380.5,NaN,NaN,1.24,NaN,NaN,NaN
1381,NaN,NaN,1.21,NaN,NaN,NaN
1381.5,NaN,NaN,1.20,NaN,NaN,NaN
1382,NaN,NaN,1.17,NaN,NaN,NaN
1382.5,NaN,NaN,1.15,NaN,NaN,NaN
1383,NaN,NaN,1.14,NaN,NaN,NaN
1383.5,NaN,NaN,1.10,NaN,NaN,NaN
1384,NaN,NaN,1.07,NaN,NaN,NaN
1384.5,NaN,NaN,1.03,NaN,NaN,NaN
1385,NaN,NaN,1.02,NaN,NaN,NaN
1385.5,NaN,NaN,0.98,NaN,NaN,NaN
1386,NaN,NaN,0.92,NaN,NaN,NaN
1386.5,NaN,NaN,0.89,NaN,NaN,NaN
1387,NaN,NaN,0.85,NaN,NaN,NaN
1387.5,NaN,NaN,0.77,NaN,NaN,NaN
1388,NaN,NaN,0.74,NaN,NaN,NaN
1388.5,NaN,NaN,0.64,NaN,NaN,NaN
1389,NaN,NaN,0.51,NaN,NaN,NaN
1389.5,NaN,NaN,0.40,NaN,NaN,NaN
1390,NaN,NaN,0.34,NaN,NaN,NaN
1390.5,NaN,NaN,0.23,NaN,NaN,NaN
1391,NaN,NaN,0.14,NaN,NaN,NaN
1391.5,NaN,NaN,0.06,NaN,NaN,NaN
1392,NaN,NaN,0.02,NaN,NaN,NaN
1392.5,NaN,NaN,0.00,NaN,NaN,NaN
1393,NaN,NaN,0.00,NaN,NaN,NaN
1393.5,NaN,NaN,0.01,NaN,NaN,NaN
1394,NaN,NaN,0.05,NaN,NaN,NaN
1394.5,NaN,NaN,0.06,NaN,NaN,NaN
1395,NaN,NaN,0.09,NaN,NaN,NaN
1395.5,NaN,NaN,0.14,NaN,NaN,NaN
1396,NaN,NaN,0.18,NaN,NaN,NaN
1396.5,NaN,NaN,0.23,NaN,NaN,NaN
1397,NaN,NaN,0.26,NaN,NaN,NaN
1397.5,NaN,NaN,0.29,NaN,NaN,NaN
1398,NaN,NaN,0.32,NaN,NaN,NaN
1398.5,NaN,NaN,0.36,NaN,NaN,NaN
1399,NaN,NaN,0.38,NaN,NaN,NaN
1399.5,NaN,NaN,0.39,NaN,NaN,NaN
1400,NaN,NaN,0.43,NaN,NaN,NaN
1400.5,NaN,NaN,0.42,NaN,NaN,NaN
1401,NaN,NaN,0.44,NaN,NaN,NaN
1401.5,NaN,NaN,0.44,NaN,NaN,NaN
1402,NaN,NaN,0.43,NaN,NaN,NaN
1402.5,NaN,NaN,0.43,NaN,NaN,NaN
1403,NaN,NaN,0.44,NaN,NaN,NaN
1403.5,NaN,NaN,0.43,NaN,NaN,NaN
1404,NaN,NaN,0.42,NaN,NaN,NaN
1404.5,NaN,NaN,0.40,NaN,NaN,NaN
1405,NaN,NaN,0.39,NaN,NaN,NaN
1405.5,NaN,NaN,0.38,NaN,NaN,NaN
1406,NaN,NaN,0.40,NaN,NaN,NaN
1406.5,NaN,NaN,0.41,NaN,NaN,NaN
1407,NaN,NaN,0.41,NaN,NaN,NaN
1407.5,NaN,NaN,0.42,NaN,NaN,NaN
1408,NaN,NaN,0.44,NaN,NaN,NaN
1408.5,NaN,NaN,0.44,NaN,NaN,NaN
1409,NaN,NaN,0.46,NaN,NaN,NaN
1409.5,NaN,NaN,0.48,NaN,NaN,NaN
1410,NaN,NaN,0.54,NaN,NaN,NaN
1410.5,NaN,NaN,0.58,NaN,NaN,NaN
1411,NaN,NaN,0.61,NaN,NaN,NaN
1411.5,NaN,NaN,0.62,NaN,NaN,NaN
1412,NaN,NaN,0.67,NaN,NaN,NaN
1412.5,NaN,NaN,0.71,NaN,NaN,NaN
1413,NaN,NaN,0.76,NaN,NaN,NaN
1413.5,NaN,NaN,0.77,NaN,NaN,NaN
1414,NaN,NaN,0.80,NaN,NaN,NaN
1414.5,NaN,NaN,0.79,NaN,NaN,NaN
1415,NaN,NaN,0.85,NaN,NaN,NaN
1415.5,NaN,NaN,0.88,NaN,NaN,NaN
1416,NaN,NaN,0.88,NaN,NaN,NaN
1416.5,NaN,NaN,0.88,NaN,NaN,NaN
1417,NaN,NaN,0.89,NaN,NaN,NaN
1417.5,NaN,NaN,0.90,NaN,NaN,NaN
1418,NaN,NaN,0.89,NaN,NaN,NaN
1418.5,NaN,NaN,0.89,NaN,NaN,NaN
1419,NaN,NaN,0.87,NaN,NaN,NaN
1419.5,NaN,NaN,0.86,NaN,NaN,NaN
1420,NaN,NaN,0.86,NaN,NaN,NaN
1420.5,NaN,NaN,0.88,NaN,NaN,NaN
1421,NaN,NaN,0.88,NaN,NaN,NaN
1421.5,NaN,NaN,0.87,NaN,NaN,NaN
1422,NaN,NaN,0.87,NaN,NaN,NaN
1422.5,NaN,NaN,0.90,NaN,NaN,NaN
1423,NaN,NaN,0.92,NaN,NaN,NaN
1423.5,NaN,NaN,0.93,NaN,NaN,NaN
1424,NaN,NaN,0.93,NaN,NaN,NaN
1424.5,NaN,NaN,0.97,NaN,NaN,NaN
1425,NaN,NaN,0.99,NaN,NaN,NaN
1425.5,NaN,NaN,1.00,NaN,NaN,NaN
1426,NaN,NaN,1.00,NaN,NaN,NaN
1426.5,NaN,NaN,1.00,NaN,NaN,NaN
1427,NaN,NaN,1.00,NaN,NaN,NaN
1427.5,NaN,NaN,0.98,NaN,NaN,NaN
1428,NaN,NaN,0.96,NaN,NaN,NaN
1428.5,NaN,NaN,0.95,NaN,NaN,NaN
1429,NaN,NaN,0.95,NaN,NaN,NaN
1429.5,NaN,NaN,0.95,NaN,NaN,NaN
1430,NaN,NaN,0.95,NaN,NaN,NaN
1430.5,NaN,NaN,0.94,NaN,NaN,NaN
1431,NaN,NaN,0.91,NaN,NaN,NaN
1431.5,NaN,NaN,0.86,NaN,NaN,NaN
1432,NaN,NaN,0.78,NaN,NaN,NaN
1432.5,NaN,NaN,0.71,NaN,NaN,NaN
1433,NaN,NaN,0.68,NaN,NaN,NaN
1433.5,NaN,NaN,0.61,NaN,NaN,NaN
1434,NaN,NaN,0.54,NaN,NaN,NaN
1434.5,NaN,NaN,0.48,NaN,NaN,NaN
1435,NaN,NaN,0.42,NaN,NaN,NaN
1435.5,NaN,NaN,0.38,NaN,NaN,NaN
1436,NaN,NaN,0.32,NaN,NaN,NaN
1436.5,NaN,NaN,0.22,NaN,NaN,NaN
1437,NaN,NaN,0.14,NaN,NaN,NaN
1437.5,NaN,NaN,0.10,NaN,NaN,NaN
1438,NaN,NaN,0.09,NaN,NaN,NaN
1438.5,NaN,NaN,0.09,NaN,NaN,NaN
1439,NaN,NaN,0.08,NaN,NaN,NaN
1439.5,NaN,NaN,0.07,NaN,NaN,NaN
1440,NaN,NaN,0.08,NaN,NaN,NaN
1440.5,NaN,NaN,0.09,NaN,NaN,NaN
1441,NaN,NaN,0.10,NaN,NaN,NaN
1441.5,NaN,NaN,0.12,NaN,NaN,NaN
1442,NaN,NaN,0.11,NaN,NaN,NaN
1442.5,NaN,NaN,0.14,NaN,NaN,NaN
1443,NaN,NaN,0.12,NaN,NaN,NaN
1443.5,NaN,NaN,0.16,NaN,NaN,NaN
1444,NaN,NaN,0.20,NaN,NaN,NaN
1444.5,NaN,NaN,0.26,NaN,NaN,NaN
1445,NaN,NaN,0.30,NaN,NaN,NaN
1445.5,NaN,NaN,0.33,NaN,NaN,NaN
1446,NaN,NaN,0.37,NaN,NaN,NaN
1446.5,NaN,NaN,0.40,NaN,NaN,NaN
1447,NaN,NaN,0.43,NaN,NaN,NaN
1447.5,NaN,NaN,0.46,NaN,NaN,NaN
1448,NaN,NaN,0.49,NaN,NaN,NaN
1448.5,NaN,NaN,0.54,NaN,NaN,NaN
1449,NaN,NaN,0.60,NaN,NaN,NaN
1449.5,NaN,NaN,0.64,NaN,NaN,NaN
1450,NaN,NaN,0.66,NaN,NaN,NaN
1450.5,NaN,NaN,0.70,NaN,NaN,NaN
1451,NaN,NaN,0.72,NaN,NaN,NaN
1451.5,NaN,NaN,0.78,NaN,NaN,NaN
1452,NaN,NaN,0.82,NaN,NaN,NaN
1452.5,NaN,NaN,0.84,NaN,NaN,NaN
1453,NaN,NaN,0.86,NaN,NaN,NaN
1453.5,NaN,NaN,0.89,NaN,NaN,NaN
1454,NaN,NaN,0.93,NaN,NaN,NaN
1454.5,NaN,NaN,0.96,NaN,NaN,NaN
1455,NaN,NaN,0.98,NaN,NaN,NaN
1455.5,NaN,NaN,1.01,NaN,NaN,NaN
1456,NaN,NaN,1.02,NaN,NaN,NaN
1456.5,NaN,NaN,1.04,NaN,NaN,NaN
1457,NaN,NaN,1.04,NaN,NaN,NaN
1457.5,NaN,NaN,1.04,NaN,NaN,NaN
1458,NaN,NaN,1.03,NaN,NaN,NaN
1458.5,NaN,NaN,1.00,NaN,NaN,NaN
1459,NaN,NaN,0.97,NaN,NaN,NaN
1459.5,NaN,NaN,0.96,NaN,NaN,NaN
1460,NaN,NaN,0.95,NaN,NaN,NaN
1460.5,NaN,NaN,0.92,NaN,NaN,NaN
1461,NaN,NaN,0.92,NaN,NaN,NaN
1461.5,NaN,NaN,0.92,NaN,NaN,NaN
1462,NaN,NaN,0.91,NaN,NaN,NaN
1462.5,NaN,NaN,0.91,NaN,NaN,NaN
1463,NaN,NaN,0.87,NaN,NaN,NaN
1463.5,NaN,NaN,0.85,NaN,NaN,NaN
1464,NaN,NaN,0.83,NaN,NaN,NaN
1464.5,NaN,NaN,0.78,NaN,NaN,NaN
1465,NaN,NaN,0.76,NaN,NaN,NaN
1465.5,NaN,NaN,0.71,NaN,NaN,NaN
1466,NaN,NaN,0.65,NaN,NaN,NaN
1466.5,NaN,NaN,0.58,NaN,NaN,NaN
1467,NaN,NaN,0.49,NaN,NaN,NaN
1467.5,NaN,NaN,0.46,NaN,NaN,NaN
1468,NaN,NaN,0.44,NaN,NaN,NaN
1468.5,NaN,NaN,0.41,NaN,NaN,NaN
1469,NaN,NaN,0.38,NaN,NaN,NaN
1469.5,NaN,NaN,0.33,NaN,NaN,NaN
1470,NaN,NaN,0.31,NaN,NaN,NaN
1470.5,NaN,NaN,0.25,NaN,NaN,NaN
1471,NaN,NaN,0.21,NaN,NaN,NaN
1471.5,NaN,NaN,0.13,NaN,NaN,NaN
1472,NaN,NaN,0.05,NaN,NaN,NaN
1472.5,NaN,NaN,0.00,NaN,NaN,NaN
1479.5,NaN,NaN,-0.00,NaN,NaN,NaN
1480,NaN,NaN,0.09,NaN,NaN,NaN
1480.5,NaN,NaN,0.13,NaN,NaN,NaN
1481,NaN,NaN,0.22,NaN,NaN,NaN
1481.5,NaN,NaN,0.34,NaN,NaN,NaN
1482,NaN,NaN,0.42,NaN,NaN,NaN
1482.5,NaN,NaN,0.52,NaN,NaN,NaN
1483,NaN,NaN,0.56,NaN,NaN,NaN
1483.5,NaN,NaN,0.63,NaN,NaN,NaN
1484,NaN,NaN,0.71,NaN,NaN,NaN
1484.5,NaN,NaN,0.78,NaN,NaN,NaN
1485,NaN,NaN,0.82,NaN,NaN,NaN
1485.5,NaN,NaN,0.85,NaN,NaN,NaN
1486,NaN,NaN,0.86,NaN,NaN,NaN
1486.5,NaN,NaN,0.86,NaN,NaN,NaN
1487,NaN,NaN,0.86,NaN,NaN,NaN
1487.5,NaN,NaN,0.84,NaN,NaN,NaN
1488,NaN,NaN,0.83,NaN,NaN,NaN
1488.5,NaN,NaN,0.83,NaN,NaN,NaN
1489,NaN,NaN,0.86,NaN,NaN,NaN
1489.5,NaN,NaN,0.89,NaN,NaN,NaN
1490,NaN,NaN,0.89,NaN,NaN,NaN
1490.5,NaN,NaN,0.88,NaN,NaN,NaN
1491,NaN,NaN,0.87,NaN,NaN,NaN
1491.5,NaN,NaN,0.89,NaN,NaN,NaN
1492,NaN,NaN,0.88,NaN,NaN,NaN
1492.5,NaN,NaN,0.88,NaN,NaN,NaN
1493,NaN,NaN,0.87,NaN,NaN,NaN
1493.5,NaN,NaN,0.82,NaN,NaN,NaN
1494,NaN,NaN,0.74,NaN,NaN,NaN
1494.5,NaN,NaN,0.66,NaN,NaN,NaN
1495,NaN,NaN,0.64,NaN,NaN,NaN
1495.5,NaN,NaN,0.61,NaN,NaN,NaN
1496,NaN,NaN,0.57,NaN,NaN,NaN
1496.5,NaN,NaN,0.53,NaN,NaN,NaN
1497,NaN,NaN,0.52,NaN,NaN,NaN
1497.5,NaN,NaN,0.52,NaN,NaN,NaN
1498,NaN,NaN,0.53,NaN,NaN,NaN
1498.5,NaN,NaN,0.47,NaN,NaN,NaN
1499,NaN,NaN,0.43,NaN,NaN,NaN
1499.5,NaN,NaN,0.38,NaN,NaN,NaN
1500,NaN,NaN,0.36,NaN,NaN,NaN
1500.5,NaN,NaN,0.32,NaN,NaN,NaN
1501,NaN,NaN,0.29,NaN,NaN,NaN
1501.5,NaN,NaN,0.23,NaN,NaN,NaN
1502,NaN,NaN,0.19,NaN,NaN,NaN
1502.5,NaN,NaN,0.17,NaN,NaN,NaN
1503,NaN,NaN,0.14,NaN,NaN,NaN
1503.5,NaN,NaN,0.12,NaN,NaN,NaN
1504,NaN,NaN,0.12,NaN,NaN,NaN
1504.5,NaN,NaN,0.09,NaN,NaN,NaN
1505,NaN,NaN,0.08,NaN,NaN,NaN
1505.5,NaN,NaN,0.08,NaN,NaN,NaN
1506,NaN,NaN,0.06,NaN,NaN,NaN
1506.5,NaN,NaN,0.03,NaN,NaN,NaN
1507,NaN,NaN,0.02,NaN,NaN,NaN
1507.5,NaN,NaN,0.04,NaN,NaN,NaN
1508,NaN,NaN,0.06,NaN,NaN,NaN
1508.5,NaN,NaN,0.08,NaN,NaN,NaN
1509,NaN,NaN,0.12,NaN,NaN,NaN
1509.5,NaN,NaN,0.15,NaN,NaN,NaN
1510,NaN,NaN,0.22,NaN,NaN,NaN
1510.5,NaN,NaN,0.25,NaN,NaN,NaN
1511,NaN,NaN,0.21,NaN,NaN,NaN
1511.5,NaN,NaN,0.19,NaN,NaN,NaN
1512,NaN,NaN,0.17,NaN,NaN,NaN
1512.5,NaN,NaN,0.14,NaN,NaN,NaN
1513,NaN,NaN,0.13,NaN,NaN,NaN
1513.5,NaN,NaN,0.15,NaN,NaN,NaN
1514,NaN,NaN,0.16,NaN,NaN,NaN
1514.5,NaN,NaN,0.18,NaN,NaN,NaN
1515,NaN,NaN,0.19,NaN,NaN,NaN
1515.5,NaN,NaN,0.19,NaN,NaN,NaN
1516,NaN,NaN,0.19,NaN,NaN,NaN
1516.5,NaN,NaN,0.18,NaN,NaN,NaN
1517,NaN,NaN,0.17,NaN,NaN,NaN
1517.5,NaN,NaN,0.17,NaN,NaN,NaN
1518,NaN,NaN,0.15,NaN,NaN,NaN
1518.5,NaN,NaN,0.13,NaN,NaN,NaN
1519,NaN,NaN,0.10,NaN,NaN,NaN
1519.5,NaN,NaN,0.08,NaN,NaN,NaN
1520,NaN,NaN,0.05,NaN,NaN,NaN
1520.5,NaN,NaN,-0.00,NaN,NaN,NaN
1526,NaN,NaN,0.02,NaN,NaN,NaN
1526.5,NaN,NaN,0.06,NaN,NaN,NaN
1527,NaN,NaN,0.14,NaN,NaN,NaN
1527.5,NaN,NaN,0.20,NaN,NaN,NaN
1528,NaN,NaN,0.30,NaN,NaN,NaN
1528.5,NaN,NaN,0.42,NaN,NaN,NaN
1529,NaN,NaN,0.48,NaN,NaN,NaN
1529.5,NaN,NaN,0.54,NaN,NaN,NaN
1530,NaN,NaN,0.61,NaN,NaN,NaN
1530.5,NaN,NaN,0.76,NaN,NaN,NaN
1531,NaN,NaN,0.87,NaN,NaN,NaN
1531.5,NaN,NaN,0.98,NaN,NaN,NaN
1532,NaN,NaN,1.07,NaN,NaN,NaN
1532.5,NaN,NaN,1.09,NaN,NaN,NaN
1533,NaN,NaN,1.11,NaN,NaN,NaN
1533.5,NaN,NaN,1.09,NaN,NaN,NaN
1534,NaN,NaN,1.05,NaN,NaN,NaN
1534.5,NaN,NaN,1.01,NaN,NaN,NaN
1535,NaN,NaN,1.00,NaN,NaN,NaN
